日付,"日本国内
2020/10/15,91551,708,30,16,1,4,0,0,8,4,1,1,57,54,284,79,1,0,1,1,0,0,2,4,19,0,1,9,51,14,2,2,0,0,0,3,0,0,1,0,1,5,0,0,6,0,0,3,39
2020/10/16,92190,639,31,26,0,14,0,0,15,4,5,2,52,43,183,85,0,0,1,4,0,3,2,3,21,2,0,7,53,18,3,0,0,0,2,1,0,0,1,1,0,8,1,0,9,1,0,1,30
2020/10/17,92813,623,27,17,0,2,0,0,12,2,5,3,45,32,235,50,0,0,5,0,0,3,0,3,28,3,2,8,50,17,3,1,0,0,2,2,0,9,1,0,0,3,2,1,5,0,0,0,33
2020/10/18,93243,430,24,4,0,2,0,0,3,3,2,5,40,25,132,49,0,0,2,2,0,0,0,0,21,0,2,6,50,13,0,0,0,0,1,1,0,0,0,0,0,3,0,0,4,0,0,0,28
2020/10/19,93559,316,17,18,0,3,0,0,7,0,1,11,22,18,78,23,0,0,0,0,0,0,2,2,15,1,3,3,41,5,0,0,0,0,0,1,0,1,0,0,0,4,0,0,2,0,0,0,35
2020/10/20,94040,481,31,12,0,9,1,0,0,2,5,12,33,40,139,47,0,0,0,0,0,0,3,0,13,1,3,3,65,13,2,4,0,0,1,0,0,3,0,0,0,7,0,0,4,0,0,0,21
2020/10/21,94655,615,22,9,0,6,1,1,5,1,2,9,50,49,145,88,0,0,0,0,3,1,4,3,36,0,1,11,82,14,2,1,0,0,11,1,1,1,1,0,0,7,1,0,4,0,0,0,37
2020/10/22,95271,616,40,6,0,1,0,2,4,4,0,14,45,43,185,55,0,0,0,0,0,2,9,2,19,3,2,13,78,17,3,6,0,0,3,0,1,1,1,0,0,9,0,0,5,0,0,0,38
2020/10/23,96016,745,51,9,1,20,0,0,1,2,3,19,40,54,186,90,0,0,2,0,1,1,8,3,43,1,2,8,100,21,3,2,0,0,6,2,2,0,0,0,0,5,0,1,8,0,0,0,45
2020/10/24,96742,726,60,17,0,7,0,0,6,2,0,19,41,41,201,60,1,0,0,0,0,1,3,4,42,0,2,5,96,48,1,2,0,0,4,1,0,0,0,0,0,5,1,1,1,0,1,0,40
2020/10/25,97235,493,41,3,0,30,0,0,1,2,1,9,17,36,124,60,1,0,1,0,0,3,1,0,16,0,1,3,70,15,0,2,2,0,5,1,0,0,0,0,2,6,0,0,1,0,0,0,31
2020/10/26,97645,410,50,11,0,8,0,2,0,2,0,3,34,25,102,22,0,0,1,0,3,0,0,4,37,0,1,7,43,6,1,0,0,1,3,0,0,0,0,0,0,4,0,0,3,0,0,0,29
2020/10/27,98291,646,27,16,0,45,0,0,1,1,3,4,29,44,158,64,0,0,1,0,3,0,0,9,35,0,4,8,142,10,0,0,1,0,9,1,0,0,0,0,1,5,0,0,3,0,0,0,22
2020/10/28,99022,731,52,7,0,24,0,0,0,6,2,10,44,40,171,64,0,0,3,0,3,1,0,15,51,0,3,14,117,29,5,1,0,0,15,1,0,0,0,0,1,8,0,0,7,0,0,1,29
2020/10/29,99830,808,53,5,0,10,0,0,0,7,2,6,39,43,220,71,1,1,0,0,0,3,5,16,87,1,0,11,125,17,4,0,0,0,31,1,0,0,0,0,0,5,0,0,4,0,0,4,32
2020/10/30,100604,774,69,5,0,11,0,0,0,7,3,4,61,34,203,60,0,0,3,0,1,1,4,10,51,7,1,13,137,20,4,1,0,0,12,0,0,0,0,0,0,10,0,0,5,0,0,2,26
2020/10/31,101481,877,81,5,0,26,2,0,1,4,2,6,29,37,215,65,1,0,4,1,3,2,5,10,97,2,5,19,143,28,10,1,0,0,13,3,0,0,0,0,0,9,0,1,6,0,0,0,32
2020/11/01,102094,613,69,9,0,16,0,0,0,2,0,1,33,24,116,65,0,0,2,0,0,2,1,4,48,1,1,15,123,15,11,0,0,0,5,0,0,0,0,0,0,5,0,0,5,0,0,5,27
2020/11/02,102581,487,96,8,0,29,1,0,1,3,1,1,26,21,87,22,0,0,0,0,2,1,6,1,44,2,4,7,74,10,5,2,0,0,0,0,0,0,0,0,0,4,2,0,6,0,0,0,13
2020/11/03,103446,865,71,1,2,16,0,0,12,2,2,3,30,40,209,68,0,0,1,0,0,5,5,14,85,1,3,13,156,52,11,0,0,0,12,0,2,0,0,0,0,2,8,0,6,0,2,8,19
2020/11/04,104070,624,75,11,0,16,0,0,0,4,1,5,42,30,122,44,0,0,0,0,3,1,2,5,53,5,3,9,85,36,4,1,0,0,6,3,0,0,1,0,0,9,2,0,11,0,2,5,16
2020/11/05,105118,1048,119,8,0,18,3,0,8,10,1,3,32,58,269,109,2,1,2,0,4,0,10,10,79,1,21,11,125,43,15,2,0,0,6,2,8,0,1,0,0,5,0,1,11,0,1,17,27
2020/11/06,106261,1143,115,5,1,13,0,0,1,7,2,5,114,42,242,104,1,0,1,0,4,1,16,17,82,12,9,24,169,49,17,0,4,0,8,3,0,3,0,1,0,17,1,3,7,1,0,13,21
2020/11/07,107594,1333,187,2,0,18,0,0,3,10,2,6,69,61,294,137,2,0,3,1,4,18,3,30,113,8,6,20,191,31,15,6,1,0,9,3,2,0,1,0,0,8,1,0,4,0,0,5,32
2020/11/08,108544,950,153,2,0,13,0,1,2,12,0,1,44,44,189,77,7,0,3,1,8,1,6,13,81,1,2,21,140,32,11,2,0,0,6,3,0,0,2,0,0,4,0,0,7,1,1,11,29
2020/11/09,109324,780,200,1,1,7,0,1,3,7,1,2,51,32,156,36,3,0,1,3,2,14,7,6,57,1,18,8,78,20,8,1,7,0,2,2,0,1,0,0,0,4,6,0,3,0,0,3,18
2020/11/10,110607,1283,166,0,2,20,1,1,0,9,4,5,67,48,293,98,2,1,1,4,13,3,13,16,128,2,5,13,226,58,9,2,1,0,1,2,6,2,1,0,0,23,0,0,3,0,0,5,25
2020/11/11,112151,1544,197,1,8,33,0,3,1,20,2,5,116,65,316,130,16,0,1,2,11,6,10,21,104,4,11,18,256,70,16,7,0,0,7,2,2,0,2,0,0,21,1,0,6,1,0,5,36
2020/11/12,113810,1659,236,0,10,18,2,2,2,26,2,5,75,74,392,147,6,0,2,1,8,13,20,13,143,3,11,17,231,81,17,6,0,0,6,2,1,0,3,4,0,16,1,0,11,1,0,1,24
2020/11/13,115514,1704,235,0,13,30,0,0,7,26,2,9,83,60,374,146,2,0,0,2,6,23,11,16,148,4,0,28,263,69,23,4,1,0,13,3,14,0,1,2,0,16,0,1,10,0,0,5,48
2020/11/14,117249,1735,230,3,5,10,1,2,3,40,4,0,104,88,352,147,0,2,1,1,0,19,4,36,152,6,8,24,285,79,21,10,0,0,12,6,10,1,0,0,0,7,2,0,16,1,0,1,26
2020/11/15,118688,1439,209,0,6,5,2,1,4,21,3,5,80,60,255,114,2,1,2,0,2,13,9,24,102,4,8,22,266,79,8,8,0,0,17,7,8,0,1,6,0,12,0,1,12,0,0,3,45
2020/11/16,119638,950,189,1,2,7,0,1,3,10,1,5,87,77,180,61,0,1,0,2,5,10,14,12,63,1,9,11,73,40,11,7,0,0,3,6,1,0,7,1,0,8,1,0,3,4,1,1,27
2020/11/17,121338,1700,197,1,9,32,1,0,3,55,6,3,88,79,298,133,33,1,0,4,3,24,13,15,138,7,11,49,271,106,9,5,0,1,7,2,12,2,1,8,0,11,1,1,14,11,1,2,24
2020/11/18,123532,2194,233,0,3,19,0,2,12,39,4,10,126,66,486,226,14,5,0,11,1,30,19,87,141,17,14,39,273,103,28,8,1,0,24,14,6,1,3,6,0,22,4,1,7,10,10,16,41
2020/11/19,125917,2385,267,0,8,15,0,5,5,28,15,20,108,106,531,205,1,3,1,6,6,20,20,61,219,21,12,14,339,132,32,15,0,0,15,4,18,1,2,10,0,22,6,1,5,7,3,9,53
2020/11/20,128338,2421,304,0,15,14,0,2,8,40,8,22,96,90,522,208,11,3,0,3,6,22,15,59,202,18,12,26,370,129,23,11,0,0,13,7,22,1,2,12,0,35,0,3,8,12,11,7,40
2020/11/21,130930,2592,234,0,15,16,0,0,8,66,8,17,172,109,539,192,9,1,2,2,10,25,21,60,211,22,10,35,416,152,22,7,0,0,27,8,17,2,2,19,2,36,3,3,12,1,14,3,42
2020/11/22,133089,2159,245,0,10,9,0,2,2,47,14,12,114,80,390,162,6,3,2,2,4,14,7,44,144,15,5,24,485,138,12,5,0,0,13,9,9,1,0,23,0,30,0,1,6,10,14,2,32
2020/11/23,134607,1518,205,1,4,16,0,0,2,32,1,8,88,59,315,70,13,1,0,1,7,12,14,47,95,11,5,14,281,77,21,11,0,0,10,12,4,0,1,26,2,9,0,1,3,4,5,5,16
2020/11/24,135836,1229,216,0,14,12,1,0,1,26,11,16,43,42,188,67,3,1,1,1,7,11,7,27,110,5,7,13,209,77,15,8,1,0,7,8,1,0,0,17,0,11,4,1,2,5,6,0,16
2020/11/25,137778,1942,181,3,7,19,8,1,1,36,11,18,99,73,402,159,8,3,2,1,4,9,30,55,177,18,9,31,319,98,11,5,2,1,15,1,7,0,2,14,1,28,2,1,5,10,10,5,27
2020/11/26,140278,2500,256,1,13,21,1,1,6,50,4,30,159,82,482,252,1,3,5,4,0,16,16,72,198,27,4,33,326,184,22,6,2,1,14,14,4,1,1,18,0,52,1,1,15,8,9,5,73
2020/11/27,142809,2531,252,2,4,13,5,5,4,45,8,31,103,107,570,219,1,4,3,3,2,16,29,58,234,15,13,31,383,103,26,14,0,1,24,13,5,1,3,13,0,58,0,4,11,9,19,9,38
2020/11/28,145484,2675,252,0,4,13,1,6,6,66,12,29,118,113,561,214,3,1,0,2,0,21,20,81,217,29,3,30,462,143,17,8,0,1,15,23,9,0,4,8,0,55,7,0,4,18,7,2,76
2020/11/29,147546,2062,192,0,8,7,0,11,3,31,15,18,138,75,419,149,2,1,4,0,0,12,21,66,155,18,3,17,381,111,17,10,0,0,9,25,3,0,1,7,1,43,0,2,8,7,7,5,45
2020/11/30,148982,1436,151,8,3,9,0,2,2,23,4,12,65,68,312,83,0,0,3,2,6,15,17,42,109,14,3,8,261,55,19,6,0,1,7,11,2,0,4,3,2,27,2,0,5,15,12,1,32
2020/12/01,151015,2033,206,4,10,11,0,3,0,50,26,32,103,74,370,158,5,1,6,3,9,18,21,42,197,7,10,22,325,122,16,10,1,1,10,16,5,0,1,6,5,33,10,2,18,14,10,3,27
2020/12/02,153447,2432,174,8,4,9,0,4,5,44,24,44,150,76,501,214,4,1,2,0,9,12,26,58,219,15,4,21,427,123,34,9,1,0,10,24,7,0,6,7,8,42,6,0,11,15,8,5,46
2020/12/03,155964,2517,206,8,4,21,0,7,3,37,14,29,149,82,532,197,8,0,1,1,19,12,42,64,195,25,8,22,389,171,39,7,1,4,10,46,4,1,1,5,15,31,4,0,8,18,7,11,49
2020/12/04,158416,2452,212,6,1,21,0,3,14,85,17,29,163,75,459,188,2,0,2,1,11,14,34,41,215,22,4,35,394,129,32,7,0,0,5,48,4,2,4,7,16,45,4,0,15,18,9,5,47
2020/12/05,160924,2508,183,3,7,21,0,6,5,31,13,30,168,74,584,191,4,1,3,0,21,12,32,34,219,13,6,44,403,149,26,5,2,1,11,35,3,1,4,2,19,41,3,0,8,18,8,6,41
2020/12/06,162962,2038,187,6,0,18,0,15,12,24,17,17,162,78,328,134,2,0,5,0,9,17,18,40,170,10,2,43,322,120,14,13,0,4,12,60,1,0,1,4,18,41,1,3,9,19,12,14,39
2020/12/07,164493,1531,124,13,0,8,0,4,6,12,16,13,90,53,301,65,3,0,2,1,7,20,15,35,111,7,10,26,237,106,22,4,2,1,9,42,4,0,10,4,13,65,4,0,8,11,9,10,12
2020/12/08,166669,2176,204,2,4,17,0,9,6,34,17,32,172,80,354,152,4,0,5,4,2,15,40,20,199,10,6,63,259,145,21,9,1,0,12,52,4,2,17,3,17,85,6,1,27,10,3,18,27
2020/12/09,169479,2810,197,9,1,43,0,10,6,14,18,49,145,91,574,245,6,0,5,3,6,25,36,38,245,19,10,75,427,157,33,12,1,0,11,77,4,0,4,1,18,54,7,1,16,21,5,40,43
2020/12/10,172448,2969,241,4,5,38,0,15,7,19,22,44,187,150,601,213,5,2,4,2,3,29,45,45,242,25,5,54,418,148,24,10,0,7,13,70,5,0,3,1,20,79,13,12,27,25,5,30,45
2020/12/11,175243,2795,177,6,22,46,0,7,17,24,17,46,184,116,596,285,6,5,11,0,6,17,25,25,198,17,5,57,357,98,22,7,0,0,16,110,2,0,0,2,11,122,4,7,25,26,5,25,32
2020/12/12,178280,3037,188,7,43,35,2,22,17,38,21,40,199,120,621,223,10,4,8,0,5,32,55,38,206,14,5,75,429,135,32,6,0,0,22,104,4,0,1,2,27,86,7,11,32,18,7,17,51
2020/12/13,180663,2383,164,2,7,29,2,13,12,14,10,40,143,110,481,231,10,1,3,1,0,16,37,34,181,13,6,59,308,111,25,3,0,1,38,76,2,0,0,1,18,70,2,13,29,8,15,10,20
2020/12/14,182344,1681,125,2,4,16,0,12,11,25,10,31,102,80,305,121,8,1,6,0,3,20,11,27,114,17,6,40,185,65,18,3,1,2,27,110,2,0,0,1,11,58,4,7,30,6,6,14,19
2020/12/15,184770,2426,104,7,9,37,0,16,15,18,35,25,170,120,457,226,6,2,6,1,5,14,35,24,216,14,8,71,306,144,18,5,0,0,21,71,3,0,1,3,36,69,6,10,32,12,7,12,21
2020/12/16,187766,2996,86,1,3,45,0,9,21,23,23,63,179,123,681,287,4,3,8,4,4,15,41,31,248,17,9,97,396,135,25,6,0,2,32,92,1,1,4,7,28,141,8,7,25,9,6,9,36
2020/12/17,190975,3209,139,7,9,54,0,6,14,28,30,48,196,148,822,319,3,4,8,0,4,7,44,37,238,12,8,84,351,164,21,2,0,4,27,137,4,0,1,2,23,107,5,7,34,13,10,4,18
2020/12/18,193812,2837,141,0,0,16,0,6,10,17,21,48,201,150,664,295,7,3,9,0,6,10,53,24,219,7,9,79,309,128,24,2,0,4,26,83,8,0,0,2,10,139,2,18,29,3,12,6,32
2020/12/19,196801,2989,132,0,3,47,1,7,15,19,13,30,226,128,736,314,7,5,7,0,11,10,36,30,230,9,15,81,311,126,28,1,1,1,60,97,5,1,0,0,13,134,4,7,30,7,11,7,20
2020/12/20,199292,2491,135,0,5,33,0,5,40,16,20,36,158,119,556,238,5,2,6,0,4,13,13,15,160,13,6,63,251,103,25,5,0,2,111,93,6,2,2,1,23,98,0,23,21,8,8,2,21
2020/12/21,201103,1811,110,1,1,6,0,10,19,16,17,17,117,117,397,188,3,9,7,0,0,4,17,13,92,7,20,47,180,44,31,4,1,0,29,78,4,1,1,0,17,93,2,19,14,2,3,4,21
2020/12/22,203798,2695,74,5,5,41,1,6,2,19,34,23,196,152,570,348,5,4,7,0,4,3,35,30,190,10,11,81,283,190,26,5,4,0,13,77,4,0,2,4,31,88,6,26,25,4,3,9,21
2020/12/23,207074,3276,114,7,2,51,8,4,24,19,33,28,230,141,758,346,9,2,6,1,10,8,56,35,239,15,14,88,312,167,36,3,5,5,35,123,14,2,20,3,24,156,7,12,30,7,7,15,35
2020/12/24,210820,3746,123,4,5,48,1,11,31,39,24,43,251,234,895,494,15,16,18,1,7,10,56,38,270,11,16,107,289,152,34,0,0,3,27,98,8,1,27,7,19,149,9,35,31,9,7,15,48
2020/12/25,214652,3832,97,7,5,48,8,10,31,27,35,53,296,212,890,466,14,13,12,4,6,17,38,28,265,11,28,121,294,231,30,1,5,1,31,141,9,0,7,9,12,142,6,26,68,7,10,9,41
2020/12/26,218537,3885,161,8,10,56,10,6,21,27,42,37,265,201,954,479,17,3,12,2,3,17,45,31,265,13,49,135,299,175,31,3,3,4,28,108,13,0,8,9,14,160,4,19,51,14,11,17,36
2020/12/27,221481,2944,85,6,9,39,2,5,21,27,28,38,211,105,708,343,2,1,12,1,7,21,45,24,216,14,25,94,233,161,37,2,8,8,21,85,8,0,9,8,8,137,2,29,31,3,4,20,30
2020/12/28,223890,2409,94,10,7,28,1,3,10,31,31,21,184,176,491,334,0,5,6,2,12,3,45,12,122,12,14,59,150,107,30,2,6,3,19,50,13,0,6,16,8,142,5,18,37,19,13,19,21
2020/12/29,227505,3615,87,15,1,39,6,9,11,43,83,29,298,216,869,394,15,2,10,2,10,11,74,27,235,11,26,84,302,192,24,2,10,2,23,88,24,0,8,14,8,151,7,27,55,15,4,8,38
2020/12/30,231376,3871,133,6,2,34,4,4,17,37,56,56,244,220,961,432,12,3,14,3,13,23,67,46,294,25,27,96,307,188,30,7,7,0,32,84,11,1,5,12,12,189,7,15,44,13,12,13,47
2020/12/31,235908,4532,167,23,3,26,4,5,20,28,73,37,330,250,1353,587,8,7,7,2,8,20,83,27,239,18,21,109,313,192,38,9,1,0,23,87,15,2,3,8,9,190,4,29,32,22,18,10,58
2021/01/01,239164,3256,98,10,4,30,3,3,12,42,56,24,220,145,793,470,5,3,13,0,8,23,56,36,193,6,24,103,262,128,37,13,0,2,27,73,2,1,2,6,6,158,1,20,30,11,26,15,48
2021/01/02,242235,3071,77,4,2,4,0,1,13,20,56,42,213,235,829,380,10,10,13,4,5,11,36,42,158,14,23,83,258,104,36,11,4,4,23,76,3,0,2,6,7,124,5,28,26,11,30,2,12
2021/01/03,245401,3166,68,10,3,20,3,6,14,52,72,31,205,225,826,365,10,5,8,0,7,25,58,29,185,13,38,89,252,98,32,12,4,1,27,72,5,0,3,7,11,104,3,30,22,9,30,27,27
2021/01/04,248744,3343,93,10,0,18,3,5,26,32,69,37,243,195,905,412,7,10,14,1,17,18,52,34,152,15,37,76,286,116,21,9,2,0,33,46,12,5,4,9,2,128,23,24,34,10,32,12,36
2021/01/05,253693,4949,79,7,6,37,8,5,24,67,111,44,368,265,1315,622,10,16,20,2,17,44,98,34,273,30,24,102,394,217,32,17,9,1,51,77,23,5,8,25,7,187,10,55,63,16,38,22,53
2021/01/06,259742,6049,115,14,2,52,2,10,40,71,132,59,394,314,1640,591,20,32,12,14,19,50,102,87,364,33,50,119,560,246,22,18,15,1,59,76,8,7,14,23,4,314,11,43,69,26,80,36,72
2021/01/07,267384,7642,161,8,3,75,2,1,29,90,130,83,459,453,2520,679,9,21,25,4,35,79,91,82,431,27,53,143,607,284,26,21,6,2,66,93,16,0,32,28,12,386,21,58,63,19,105,27,66
2021/01/08,275341,7957,181,9,5,61,4,4,38,127,150,100,496,463,2459,838,16,31,17,7,36,67,83,92,405,42,40,147,654,297,56,16,3,3,46,119,12,5,34,38,9,369,24,43,101,17,72,32,82
2021/01/09,283195,7854,215,5,7,72,2,8,39,109,138,63,517,483,2332,995,13,19,15,10,20,41,105,116,362,49,57,126,647,324,44,15,3,3,80,63,17,5,11,23,4,326,13,60,86,13,76,39,70
2021/01/10,289303,6108,188,2,12,63,6,3,46,84,118,74,414,391,1510,727,21,10,19,0,15,68,64,127,343,43,25,146,532,268,46,15,0,3,32,53,21,3,13,32,7,283,22,18,82,8,49,17,74
2021/01/11,294209,4906,135,6,3,31,1,1,28,67,106,36,346,340,1252,694,18,13,6,2,7,73,50,53,198,23,24,142,479,154,29,14,0,0,52,61,13,1,14,27,2,212,7,22,57,9,29,15,41
2021/01/12,298806,4597,145,2,2,20,2,1,23,70,82,40,260,423,1025,905,18,14,5,0,20,51,35,39,132,25,24,108,374,160,26,9,1,0,33,33,10,35,6,32,6,199,32,24,66,14,13,20,27
2021/01/13,304722,5916,109,13,10,52,2,0,32,77,141,58,391,423,1480,767,23,12,10,3,21,35,75,92,319,33,18,145,536,285,31,12,4,1,37,60,13,3,13,13,14,251,32,38,81,17,41,21,66
2021/01/14,311378,6656,194,25,5,87,3,3,29,104,77,60,455,491,1552,984,18,13,19,9,21,51,91,110,312,28,49,131,592,292,29,21,3,3,38,48,18,4,17,28,3,341,26,39,77,16,48,17,70
2021/01/15,318550,7172,202,15,5,52,8,2,36,159,96,80,489,505,2044,871,15,15,20,25,13,57,78,90,352,45,37,120,568,276,44,17,2,2,35,34,19,12,37,24,4,361,35,37,78,12,46,14,73
2021/01/16,325592,7042,192,13,3,44,7,2,37,106,96,90,582,506,1839,829,7,13,22,7,10,61,89,86,323,40,30,140,629,263,39,16,2,1,35,55,37,3,6,14,4,411,18,33,89,19,28,25,129
2021/01/17,331352,5760,124,8,10,40,12,1,38,89,54,54,433,429,1595,794,6,6,16,4,7,52,52,67,218,26,19,154,464,288,38,13,0,1,34,37,17,4,8,11,5,300,14,19,40,10,38,14,89
2021/01/18,336288,4936,125,1,4,35,8,0,21,63,84,37,328,363,1217,957,0,8,12,9,9,25,46,27,151,17,24,110,431,148,44,20,1,0,31,28,88,6,9,16,9,204,28,17,46,7,29,16,67
2021/01/19,341623,5335,92,12,4,61,3,4,14,66,94,48,421,491,1253,737,14,5,19,5,9,14,65,40,246,22,27,143,525,216,26,19,6,2,22,24,47,8,8,22,12,200,19,39,52,6,29,14,113
2021/01/20,347185,5562,164,4,8,45,8,6,35,83,44,52,411,398,1286,716,7,10,17,1,5,49,55,76,246,26,42,123,507,296,39,24,0,2,30,57,18,23,10,17,16,277,20,32,39,16,51,59,111
2021/01/21,352849,5664,130,6,1,51,2,2,16,82,49,65,435,482,1485,731,20,7,20,5,5,25,57,60,270,34,28,140,501,236,38,20,2,3,29,29,10,10,12,25,6,285,26,25,40,33,28,23,67
2021/01/22,357906,5057,111,2,1,51,6,1,14,78,54,53,358,466,1184,627,23,7,10,4,6,27,43,61,246,54,38,130,450,283,40,17,3,0,20,44,30,12,11,18,2,235,18,25,27,26,18,14,103
2021/01/23,362632,4726,138,9,2,48,7,1,37,132,40,36,325,411,1079,521,7,4,13,5,4,26,42,50,246,40,30,121,525,225,35,10,2,0,16,23,51,9,6,22,3,214,10,11,39,18,22,27,79
2021/01/24,366622,3990,94,0,1,24,5,1,25,46,29,23,285,329,986,553,7,4,6,4,0,29,29,51,164,24,31,115,421,178,28,17,5,0,9,23,23,4,4,9,5,224,13,13,43,10,12,5,76
2021/01/25,369385,2763,88,4,0,11,3,0,14,45,18,32,250,290,619,351,5,1,1,4,3,9,39,32,89,24,28,91,273,80,18,9,1,0,21,25,10,5,0,6,2,154,12,11,16,6,4,14,41
2021/01/26,373238,3853,106,10,1,27,1,5,29,49,41,13,253,340,1026,394,6,1,14,12,11,23,61,45,215,33,31,113,343,153,24,10,1,3,18,17,41,3,9,8,3,155,13,16,21,31,25,13,84
2021/01/27,377212,3974,147,4,6,27,2,10,25,84,38,52,247,259,976,386,12,8,5,8,0,23,49,60,227,43,31,128,357,211,26,13,0,5,18,36,18,4,11,15,1,185,7,11,22,14,17,10,131
2021/01/28,381343,4131,115,4,0,27,2,7,15,60,34,33,291,314,1065,433,21,6,5,2,0,17,53,89,244,29,10,109,397,231,26,8,0,4,18,29,21,7,10,1,6,185,7,28,15,22,17,13,96
2021/01/29,384881,3538,111,3,0,13,5,7,14,86,44,41,256,341,871,385,11,5,4,3,2,12,27,38,164,17,30,89,345,161,30,15,0,10,12,34,14,1,6,7,6,159,2,18,19,20,14,19,63
2021/01/30,388223,3342,106,9,1,23,0,13,11,69,24,31,304,320,770,397,5,2,4,1,0,12,28,49,126,28,18,82,338,137,20,7,0,1,14,38,14,1,9,16,5,153,6,30,13,10,5,11,76
2021/01/31,390896,2673,104,6,0,17,1,3,9,63,16,61,242,212,634,390,6,2,7,4,1,8,19,15,121,14,8,76,214,111,24,9,1,3,9,14,17,1,10,0,1,127,5,4,8,13,11,13,39
2021/02/01,392689,1793,76,0,0,7,0,3,8,28,3,25,159,193,393,221,1,1,4,3,0,2,17,18,80,15,9,63,178,60,30,2,3,1,7,12,5,1,12,2,4,63,2,4,4,8,12,10,35
2021/02/02,395013,2324,105,7,3,9,1,4,2,29,17,38,247,223,556,187,10,3,7,0,1,8,36,22,101,29,26,56,211,134,19,6,1,2,9,14,10,3,8,1,0,77,4,7,10,11,17,5,46
2021/02/03,397647,2634,94,6,6,11,4,3,13,39,12,39,257,223,676,234,7,0,11,0,5,16,51,24,114,27,22,43,244,120,34,14,1,2,12,15,22,0,5,1,0,118,8,3,7,14,13,3,59
2021/02/04,400225,2578,120,6,4,9,1,3,9,64,27,53,241,205,734,224,13,2,10,2,1,5,24,22,101,26,20,42,207,111,26,6,1,0,9,7,7,3,8,3,1,120,4,3,8,15,7,3,58
2021/02/05,402595,2370,93,2,2,11,2,3,9,56,24,43,227,237,577,288,2,2,25,0,1,9,37,34,86,13,15,32,209,96,19,7,1,1,5,9,4,0,6,4,3,91,6,9,4,9,6,9,41
2021/02/06,404872,2277,78,2,2,13,0,7,7,58,17,27,205,226,639,201,7,0,14,2,0,1,25,27,120,27,18,37,188,91,17,8,1,2,10,7,9,2,10,5,5,99,1,8,6,8,2,4,32
2021/02/07,406502,1630,69,4,1,8,0,0,3,50,10,22,187,121,429,164,3,1,30,0,4,6,21,11,72,6,5,30,117,53,13,2,0,0,16,11,10,1,5,4,2,93,2,3,4,3,2,3,27
