日付,"日本国内
2021/02/08,407719,1217,50,0,0,0,0,0,3,31,3,14,120,156,276,121,2,1,7,1,1,3,28,7,43,5,13,21,119,33,10,3,0,0,3,10,6,0,3,4,1,57,3,2,3,7,0,6,40
2021/02/09,409287,1568,41,6,2,5,0,1,7,40,14,21,173,98,412,141,10,1,10,6,4,2,21,21,84,7,10,27,155,67,9,2,0,2,6,10,15,2,4,6,1,71,5,4,3,4,8,10,19
2021/02/10,411173,1886,64,40,2,6,0,4,6,33,20,29,169,146,491,176,7,1,16,0,0,5,28,10,114,10,9,27,127,93,16,5,0,0,7,5,15,21,2,3,0,103,6,7,4,5,15,10,27
2021/02/11,412863,1690,92,4,1,1,0,0,11,46,9,22,172,127,434,178,14,2,25,0,1,0,15,15,80,8,14,21,141,52,5,11,0,2,6,9,6,1,7,0,4,110,1,4,5,7,5,4,16
2021/02/12,414163,1300,75,0,0,2,0,0,13,21,11,13,124,117,307,154,7,1,15,0,7,0,17,8,53,9,9,27,89,38,4,11,0,0,10,7,5,4,1,3,5,87,1,2,5,2,0,16,16
2021/02/13,415523,1360,39,7,1,5,0,1,9,19,16,18,163,99,369,105,10,0,16,2,1,0,13,15,58,9,12,23,142,55,10,3,0,0,4,8,3,1,1,0,1,64,1,3,3,10,13,11,11
2021/02/14,416885,1362,52,4,1,10,0,2,6,38,8,34,131,108,371,108,2,1,30,0,1,0,23,23,76,10,11,20,98,44,13,4,0,0,3,10,2,2,4,0,2,69,0,0,4,1,8,8,18
2021/02/15,417850,965,41,1,3,4,0,0,6,19,9,17,94,136,266,71,3,4,11,0,1,2,13,10,42,4,9,7,69,27,5,4,0,0,4,12,2,4,2,0,1,46,0,0,4,1,3,2,5
2021/02/16,419158,1308,44,4,6,9,0,0,3,21,10,14,114,145,350,133,3,3,21,1,0,2,26,15,63,15,7,17,98,46,10,2,0,0,5,15,5,7,3,0,5,48,0,1,5,4,2,12,13
2021/02/17,420606,1448,64,2,9,2,0,0,7,26,9,28,130,132,378,115,8,0,14,4,4,0,12,32,81,12,16,17,133,74,15,1,0,0,4,9,2,4,0,0,0,65,0,2,7,4,1,1,20
2021/02/18,422142,1536,32,0,4,7,0,1,12,39,15,14,210,149,445,142,5,2,15,2,1,3,13,23,51,20,5,18,89,46,13,2,0,1,2,7,3,3,3,3,2,101,0,2,4,5,2,3,17
2021/02/19,423443,1301,43,0,6,12,0,2,6,22,7,15,141,146,353,129,4,1,17,5,1,2,11,36,51,14,8,17,91,31,13,2,1,0,1,1,0,2,1,12,0,60,1,3,3,4,3,1,18
2021/02/20,424676,1233,34,0,4,14,0,0,5,38,16,9,121,123,327,131,2,4,18,0,0,4,3,22,46,11,15,16,94,42,5,1,0,0,2,3,1,1,6,3,0,71,8,4,5,3,2,1,13
2021/02/21,425708,1032,63,0,0,9,0,0,0,46,9,13,84,163,272,100,2,1,12,0,0,0,11,18,33,11,8,9,60,27,5,0,0,0,3,3,2,0,5,3,0,32,8,8,0,2,1,1,7
2021/02/22,426448,740,21,0,0,0,0,0,4,14,0,6,101,99,178,96,0,0,6,0,1,0,9,12,30,4,14,7,62,14,3,0,0,0,4,5,0,0,2,2,0,26,5,0,0,1,0,2,10
2021/02/23,427529,1081,66,1,0,12,0,0,12,16,11,21,105,90,275,97,9,2,14,0,0,0,12,31,50,6,13,7,100,24,3,1,0,1,2,4,1,0,3,3,0,45,11,3,1,2,1,7,17
2021/02/24,428450,921,43,0,0,5,0,1,2,58,12,14,59,127,213,93,11,0,12,2,3,1,13,26,46,10,13,7,62,18,3,1,0,2,2,5,2,1,3,1,0,26,4,1,0,0,2,4,12
2021/02/25,429526,1076,43,1,0,5,0,4,19,13,13,6,111,108,340,119,3,0,8,0,0,0,8,10,41,5,8,7,82,35,6,0,0,0,0,6,2,1,0,2,0,39,12,0,0,1,2,0,15
2021/02/26,430580,1054,36,2,0,5,0,0,10,28,5,37,100,114,270,116,15,0,11,0,0,4,3,18,40,8,12,8,77,24,3,0,2,0,4,3,3,1,0,3,0,52,8,0,1,0,0,0,23
2021/02/27,431793,1213,43,0,1,19,0,1,12,30,12,32,118,150,337,162,6,0,4,1,0,1,3,26,53,12,18,7,69,21,3,1,0,0,1,0,3,0,2,1,0,31,2,1,0,2,0,3,19
2021/02/28,432792,999,27,0,0,14,0,0,16,15,3,11,97,132,329,131,4,0,6,0,0,0,3,15,31,7,5,3,54,26,2,1,0,0,5,2,2,2,1,1,0,23,3,2,4,2,0,0,15
2021/03/01,433490,698,29,0,0,9,0,0,15,53,8,15,61,127,121,52,5,0,6,0,0,0,10,10,32,4,3,3,56,21,7,1,0,0,2,2,0,0,0,1,0,17,6,0,1,0,0,0,7
2021/03/02,434378,888,29,1,0,21,0,0,7,18,12,11,102,87,232,84,6,0,5,0,1,0,9,18,34,9,11,3,81,44,3,0,0,0,2,5,2,0,2,0,3,19,4,0,1,1,2,1,17
2021/03/03,435621,1243,60,0,0,27,0,0,38,34,7,17,98,164,316,138,1,0,8,0,1,0,9,21,55,4,17,7,98,40,4,0,0,0,8,4,1,1,0,1,0,37,2,0,3,1,0,0,18
2021/03/04,436790,1169,66,1,0,22,0,0,34,37,11,21,123,107,279,138,3,2,3,0,0,0,5,9,68,4,26,3,81,20,5,2,0,0,10,2,0,4,1,0,9,37,3,0,2,1,0,0,28
2021/03/05,437938,1148,64,2,1,22,0,0,19,44,14,12,90,137,301,131,10,0,3,0,0,4,6,23,50,5,14,7,74,36,11,1,0,0,3,3,0,3,1,1,5,25,5,0,5,1,0,0,13
2021/03/06,438988,1050,47,0,0,34,0,0,11,28,12,17,113,108,293,113,5,1,1,0,0,1,9,9,35,10,8,9,82,15,7,0,0,0,9,4,0,1,1,0,1,29,1,0,2,0,0,0,27
2021/03/07,440052,1064,84,0,0,32,0,0,24,21,9,6,123,113,237,119,7,1,0,0,0,5,3,24,27,2,13,12,76,41,7,0,0,0,5,2,1,0,2,0,1,34,12,0,0,0,0,0,18
2021/03/08,440652,600,63,0,0,29,0,1,10,22,6,10,65,73,116,59,7,0,0,1,0,0,0,12,8,1,13,13,38,9,5,0,0,0,3,7,1,0,1,0,0,15,4,0,0,0,0,0,7
2021/03/09,441779,1127,63,2,0,35,0,1,16,26,22,6,106,82,290,100,15,0,2,0,0,5,6,14,39,3,32,9,103,41,5,1,0,0,10,3,2,0,2,1,1,34,20,1,5,0,0,0,22
2021/03/10,443092,1313,65,6,0,36,0,0,23,33,13,16,135,106,340,124,13,0,0,0,0,6,3,50,44,9,8,27,84,41,13,2,0,0,16,1,0,0,2,1,1,49,11,0,5,0,0,0,26
2021/03/11,444409,1317,71,10,2,53,0,8,16,35,17,11,126,122,335,124,10,0,0,0,5,4,1,25,66,8,13,17,88,58,5,1,0,0,11,1,0,1,2,2,1,31,5,0,0,0,0,0,29
2021/03/12,445680,1271,53,6,1,49,0,0,9,43,18,20,155,105,304,107,12,0,0,0,2,10,3,17,52,6,10,7,111,49,11,1,0,0,8,1,0,2,0,3,2,43,6,0,2,0,0,0,38
2021/03/13,446999,1319,58,8,3,55,0,0,14,17,18,19,183,129,330,95,6,3,4,0,2,8,4,17,55,5,3,10,120,54,5,0,0,0,6,2,1,0,1,0,0,41,3,0,5,1,0,0,30
2021/03/14,447986,987,45,7,3,49,0,1,15,18,24,10,77,106,239,109,2,0,3,0,1,10,2,5,24,8,5,6,92,37,5,6,0,1,2,3,0,0,0,1,1,38,3,0,0,0,0,1,23
2021/03/15,448681,695,54,4,1,20,0,3,6,10,4,12,72,76,175,55,6,0,0,0,2,14,0,8,15,2,3,6,67,33,4,1,0,0,4,2,0,0,0,0,0,13,0,0,0,1,0,0,16
2021/03/16,449814,1133,69,14,0,69,1,4,7,25,17,10,96,76,300,91,8,1,1,1,1,8,5,25,30,4,11,9,86,78,11,3,0,0,5,1,3,0,2,0,0,28,2,1,0,0,0,1,27
2021/03/17,451347,1533,73,4,6,107,2,4,23,40,30,27,132,90,409,93,18,2,0,2,1,25,8,9,48,6,6,14,147,73,15,5,0,0,2,2,2,0,2,2,1,42,4,0,7,0,0,1,35
2021/03/18,452844,1497,96,4,4,97,1,11,19,47,19,25,115,122,323,159,12,0,1,0,0,14,5,13,38,8,11,11,141,76,6,2,0,0,8,1,1,2,3,1,1,45,2,0,1,1,0,1,43
2021/03/19,454307,1463,78,5,8,100,1,18,21,38,36,16,135,129,303,111,18,0,3,1,1,18,6,13,47,8,7,9,158,61,2,2,0,0,9,2,1,0,1,0,1,40,5,1,3,0,0,0,44
2021/03/20,455823,1516,51,5,2,125,3,21,26,33,29,25,133,99,342,107,11,5,2,3,0,17,6,23,55,5,5,13,153,64,12,6,0,0,4,6,0,0,3,4,0,38,3,0,3,0,0,3,65
2021/03/21,456941,1118,60,1,2,111,0,31,14,22,3,11,79,88,256,77,18,1,1,0,0,19,1,8,34,4,7,11,100,46,8,5,0,0,9,8,0,2,0,3,0,34,4,1,0,1,0,5,24
2021/03/22,457757,816,50,0,1,42,0,16,13,19,9,12,60,97,187,56,21,0,0,0,0,10,5,6,31,0,6,11,79,23,4,2,0,0,7,1,0,3,0,3,0,15,1,0,2,0,0,1,18
2021/03/23,459257,1500,42,6,1,121,1,20,21,33,20,18,136,71,337,72,18,2,1,0,0,10,12,22,63,7,7,14,183,84,15,9,0,0,3,4,2,2,0,23,1,36,0,1,3,0,0,0,75
2021/03/24,461174,1917,81,7,2,171,0,21,23,45,16,20,121,107,420,128,11,4,1,0,0,29,18,27,74,10,7,19,262,118,22,7,1,0,5,5,3,6,0,24,1,24,1,0,0,1,0,1,68
2021/03/25,463089,1915,67,12,5,160,1,49,16,36,7,21,113,98,394,121,24,3,3,0,0,33,12,22,79,9,7,24,266,100,21,8,0,0,2,5,1,19,1,59,0,28,0,5,1,0,0,2,77
2021/03/26,465114,2025,69,8,5,153,2,34,34,35,30,23,135,135,376,117,17,0,1,15,2,37,16,33,64,16,5,20,300,116,17,11,0,1,5,6,0,6,3,39,0,28,0,3,1,2,0,12,88
2021/03/27,467185,2071,62,3,3,129,2,45,19,33,22,16,124,97,430,102,16,1,1,0,0,28,17,25,58,10,6,32,386,164,29,5,0,0,0,7,3,10,2,19,0,38,6,1,0,0,0,10,98
2021/03/28,468967,1782,74,12,4,133,0,34,21,51,19,14,114,92,313,64,12,1,0,2,4,32,12,17,86,13,3,26,323,91,37,4,1,0,3,10,0,3,7,27,0,23,11,1,1,1,1,12,68
2021/03/29,470312,1345,46,0,1,80,0,23,12,23,16,20,102,110,234,93,8,1,0,3,3,20,5,20,39,9,6,15,213,70,18,9,9,0,4,19,3,9,6,24,0,13,2,1,2,2,0,5,42
2021/03/30,472399,2087,56,6,5,121,0,27,6,29,29,23,107,81,364,96,28,3,1,10,3,22,11,19,56,17,13,30,432,176,46,16,20,0,25,8,6,1,13,30,2,30,1,1,6,1,7,6,87
2021/03/31,475242,2843,76,81,7,200,0,33,20,37,48,21,152,106,414,136,33,2,9,6,1,43,16,30,99,19,17,57,600,211,48,14,19,1,19,20,3,8,28,35,1,29,5,5,2,1,5,7,111
2021/04/01,477847,2605,57,8,25,133,2,24,22,25,21,24,132,101,475,133,25,1,5,6,12,32,11,25,82,24,24,56,616,199,48,17,9,1,10,10,3,11,13,29,2,27,9,4,5,5,0,2,93
2021/04/02,480604,2757,57,19,27,116,3,23,34,35,32,34,163,104,440,133,30,3,14,2,3,27,15,30,145,26,30,68,613,174,54,15,6,0,18,9,6,16,23,27,0,39,8,5,6,1,1,7,102
2021/04/03,483376,2772,66,12,14,135,13,17,28,31,41,16,148,90,446,129,17,6,11,13,5,46,16,39,118,22,10,53,666,205,45,17,2,0,20,8,8,10,16,34,2,39,8,2,3,5,0,8,117
2021/04/04,485844,2468,53,10,17,79,0,21,21,45,24,30,135,124,355,142,23,3,11,6,0,33,12,22,116,18,13,63,593,210,39,14,0,0,14,11,3,14,13,29,2,27,5,0,0,2,1,8,96
2021/04/05,487416,1572,71,6,1,55,0,19,36,16,21,7,86,88,249,68,10,10,5,3,3,23,11,9,45,10,10,32,341,87,71,14,2,0,7,9,1,7,13,32,8,14,5,0,1,1,1,8,50
2021/04/06,490084,2668,63,22,8,106,2,25,26,16,24,13,116,62,399,100,20,4,16,7,4,25,18,12,112,10,12,55,731,274,78,20,2,0,19,3,1,12,21,43,6,51,9,1,5,3,0,7,97
2021/04/07,493534,3450,72,11,9,118,8,29,33,46,24,25,158,76,555,118,34,29,14,2,5,48,19,21,188,33,24,93,879,328,81,38,2,1,23,7,3,19,12,34,0,41,7,0,3,2,0,16,155
2021/04/08,497032,3498,79,12,10,87,8,23,60,39,25,35,154,94,545,175,33,7,5,11,11,39,18,30,144,28,31,83,957,311,88,32,4,2,26,10,5,15,8,31,8,48,4,2,0,5,2,11,140
2021/04/09,500520,3488,83,13,5,121,1,24,15,38,41,17,131,102,537,168,28,16,22,8,7,48,24,23,172,17,14,96,927,312,96,44,5,0,39,14,7,17,12,27,1,54,9,2,1,4,5,8,123
2021/04/10,504285,3765,116,15,8,109,5,33,17,39,29,39,141,94,570,180,27,18,16,6,5,38,23,17,197,39,17,84,991,350,82,23,9,0,42,22,3,21,9,33,0,81,8,3,2,5,26,8,145
2021/04/11,507127,2842,69,4,7,72,6,11,18,43,7,14,139,98,421,132,20,7,18,4,4,45,14,24,129,13,10,81,827,228,66,28,0,0,42,11,3,16,9,24,0,52,4,7,4,2,8,5,92
2021/04/12,509229,2102,58,14,9,34,4,28,8,17,14,28,96,103,306,94,9,8,12,2,1,21,7,11,122,18,13,42,602,157,49,10,6,1,21,9,1,20,5,17,0,33,11,8,0,4,10,4,37
2021/04/13,512681,3452,60,19,2,72,6,17,13,30,13,20,156,62,510,114,32,5,13,6,7,29,35,17,168,23,38,61,1099,390,62,30,4,1,17,7,6,23,11,19,0,72,12,6,15,5,5,4,124
2021/04/14,516988,4307,77,19,2,96,3,16,30,51,31,56,145,96,591,205,37,11,21,10,14,62,27,42,216,29,35,125,1130,505,94,44,6,1,32,28,5,25,11,30,1,156,9,9,10,5,9,4,136
2021/04/15,521559,4571,101,45,6,53,5,30,20,59,22,31,188,144,729,242,36,14,19,9,7,39,34,42,218,26,43,106,1208,492,81,33,8,1,46,20,12,30,16,43,4,109,5,19,18,3,4,13,132
2021/04/16,526084,4525,98,13,3,68,7,19,47,51,20,28,163,155,667,209,40,20,35,19,2,62,56,32,224,36,40,100,1206,510,87,33,5,1,31,23,18,30,11,45,2,137,7,23,12,6,5,3,103
2021/04/17,530879,4795,109,26,2,65,6,16,21,64,30,36,207,156,759,247,33,20,16,7,9,57,38,25,230,28,39,91,1161,537,91,35,8,1,53,32,37,44,16,43,7,136,18,24,21,6,4,7,166
2021/04/18,534965,4086,98,6,3,28,5,8,37,47,11,21,166,145,543,220,24,24,18,19,3,35,17,21,207,21,31,116,1219,401,79,44,3,0,61,30,13,38,6,48,3,110,10,20,11,5,5,11,91
2021/04/19,537884,2919,78,15,2,22,10,18,22,52,12,13,118,105,405,142,12,10,10,12,7,20,25,13,124,15,29,109,719,292,85,29,2,0,30,31,17,36,4,15,2,118,15,10,44,1,1,6,47
2021/04/20,542221,4337,106,16,5,53,13,12,27,33,23,32,207,106,711,157,34,11,23,12,16,20,36,22,190,37,44,120,1153,427,80,55,7,1,38,28,23,25,18,28,4,151,38,13,33,6,3,13,113
2021/04/21,547512,5291,124,40,8,74,5,20,27,62,25,40,227,112,843,252,48,21,33,26,7,35,35,24,312,57,46,128,1241,563,112,36,1,12,58,37,24,36,18,53,3,244,30,15,27,30,12,2,95
2021/04/22,553007,5495,153,32,8,78,4,9,47,87,22,36,233,141,861,318,31,16,31,38,12,55,43,23,294,68,41,148,1167,544,125,45,1,10,45,40,22,34,22,29,3,268,32,45,40,42,12,7,120
2021/04/23,558117,5110,158,27,9,25,3,21,40,63,23,35,207,139,759,225,44,27,30,14,4,40,41,28,284,67,68,130,1161,566,91,36,0,4,62,51,34,34,13,52,5,239,25,35,37,45,9,11,85
2021/04/24,563716,5599,160,27,27,36,11,12,33,82,26,49,229,147,876,216,37,15,37,12,14,40,57,27,339,72,67,174,1097,629,104,31,4,5,89,47,23,47,9,32,2,320,23,36,38,76,35,7,117
2021/04/25,568319,4603,110,20,10,31,1,18,17,76,28,38,210,146,635,221,32,10,20,6,7,20,40,24,225,36,22,150,1050,473,90,23,3,3,65,32,22,44,8,28,7,333,24,24,59,63,16,14,66
2021/04/26,571633,3314,139,7,3,13,3,19,18,35,14,30,109,90,425,159,14,9,15,9,10,6,31,8,161,32,32,119,922,309,56,16,5,3,38,33,6,29,11,21,7,154,11,20,52,33,5,13,44
2021/04/27,576593,4960,121,14,7,36,8,7,21,48,39,49,183,128,828,212,25,16,18,5,21,21,53,31,281,44,44,112,1230,502,74,27,1,3,47,47,40,15,16,28,14,275,15,43,46,51,10,11,86
2021/04/28,582382,5789,219,28,9,42,5,20,43,70,29,64,224,144,925,257,25,12,29,6,18,42,56,24,323,60,45,140,1260,598,104,26,3,5,87,60,26,21,23,38,7,439,19,20,55,34,21,14,63
2021/04/29,588290,5908,234,22,34,21,22,17,44,58,30,70,256,151,1027,255,31,13,39,4,6,21,72,55,426,51,41,135,1171,532,86,36,4,4,99,76,33,46,29,33,9,337,15,27,56,41,21,28,76
2021/04/30,592974,4684,187,23,11,29,3,9,49,45,10,77,146,192,698,242,13,15,28,2,19,29,29,25,290,52,41,126,1041,333,79,20,1,0,74,99,11,25,26,18,14,305,20,20,40,55,15,33,59
2021/05/01,598957,5983,180,22,36,22,25,10,35,65,31,81,236,95,1050,275,22,14,25,9,15,21,96,34,398,49,60,158,1260,539,94,24,1,6,76,66,26,24,23,25,12,352,26,31,60,52,34,60,105
2021/05/02,604850,5893,326,22,22,54,12,7,56,63,21,80,290,182,879,247,30,17,40,14,12,44,60,50,350,49,34,164,1055,535,98,39,0,3,114,87,29,20,29,26,15,416,29,33,51,43,29,42,57
2021/05/03,609314,4464,114,12,18,25,14,8,49,46,19,61,198,148,708,222,47,11,29,8,9,21,64,19,304,36,37,121,845,340,70,15,1,1,109,57,12,60,14,27,10,285,18,24,34,53,28,45,57
2021/05/04,613508,4194,233,8,14,24,11,12,43,31,20,62,185,124,609,214,19,9,29,4,4,19,44,43,219,31,53,113,884,332,61,22,2,5,68,75,12,11,21,10,13,239,25,62,29,44,25,41,33
2021/05/05,617571,4063,181,23,9,24,19,21,52,36,28,54,165,120,621,151,29,6,21,5,4,16,63,33,223,28,37,93,668,327,77,23,3,3,91,74,12,11,16,21,7,337,37,36,35,52,50,47,63
2021/05/06,621942,4371,320,38,28,32,6,6,38,26,16,55,179,111,591,224,20,4,37,6,11,9,77,29,290,32,51,130,746,280,70,23,3,1,114,116,26,9,21,11,9,259,37,42,52,47,26,45,39
2021/05/07,627992,6050,248,24,20,37,16,6,71,49,36,96,238,98,907,229,28,8,47,13,18,47,130,48,443,54,49,146,1003,493,98,19,7,1,129,90,31,12,50,19,6,470,60,59,100,78,57,58,82
2021/05/08,635226,7234,403,43,17,47,23,8,71,66,51,113,285,162,1121,303,49,10,80,11,14,46,121,65,575,47,73,120,1018,567,86,19,4,5,189,181,39,21,78,22,5,518,75,65,108,93,62,51,93
2021/05/09,641709,6483,506,13,15,32,15,8,72,41,29,88,279,152,1032,338,37,10,63,9,15,37,104,52,471,55,44,159,872,364,92,17,7,3,151,195,42,16,55,10,3,529,42,50,96,74,36,46,103
2021/05/10,646648,4939,409,32,13,14,5,9,68,40,28,63,155,172,573,237,23,12,50,6,20,15,128,55,426,25,39,95,668,271,67,11,2,4,137,180,58,14,27,32,3,372,44,50,81,75,43,39,36
2021/05/11,652887,6239,421,25,18,33,19,14,40,73,22,74,278,119,925,277,55,8,41,2,13,25,126,67,577,45,55,116,974,376,70,19,2,6,133,169,49,13,36,22,3,403,45,34,117,59,53,52,132
2021/05/12,659936,7049,529,35,16,53,23,16,93,70,32,103,259,180,969,319,49,17,71,1,17,38,134,90,679,49,53,148,849,381,69,25,1,9,186,220,61,20,56,12,6,634,50,40,111,65,40,61,109
2021/05/13,666810,6874,712,22,16,18,7,21,53,68,49,91,289,171,1010,337,49,6,56,9,12,36,127,121,624,45,52,156,760,359,69,28,16,12,171,212,48,16,27,20,7,502,36,45,91,76,37,52,126
2021/05/14,673073,6263,593,31,24,33,19,22,40,67,51,50,256,169,854,339,30,14,45,6,11,43,155,98,598,51,47,165,575,314,69,12,3,8,166,208,58,7,31,14,5,472,42,29,124,102,30,46,134
2021/05/15,679491,6418,566,16,28,32,15,21,60,62,43,66,246,140,772,328,42,25,45,9,9,40,139,120,596,63,64,139,785,298,83,17,9,10,185,236,49,9,47,11,4,521,29,34,116,62,28,34,160
2021/05/16,684748,5257,491,10,17,31,4,13,31,68,20,51,216,135,542,296,34,19,59,2,7,40,117,83,522,37,35,140,620,266,66,12,2,9,171,208,37,13,17,8,2,505,27,13,60,58,20,29,78
2021/05/17,688424,3676,372,29,18,24,4,14,23,80,22,36,135,128,419,199,11,18,16,4,6,23,70,47,361,28,22,103,381,120,39,4,3,4,108,198,17,14,9,9,8,281,27,16,70,28,28,38,59
2021/05/18,693648,5224,532,28,16,31,19,22,20,31,43,65,186,89,732,248,33,21,43,2,14,27,140,70,536,41,57,106,508,249,58,16,3,20,130,196,66,5,17,9,15,345,26,33,100,44,27,37,168
2021/05/19,699437,5789,604,24,18,33,7,24,43,59,37,67,192,132,766,269,32,34,36,9,10,62,132,74,637,50,47,134,477,242,71,14,0,12,134,222,56,5,25,5,15,499,42,16,100,51,20,40,203
2021/05/20,705149,5712,681,66,25,28,9,23,37,62,36,61,228,114,843,308,26,31,28,4,14,37,108,59,627,36,54,127,500,207,39,10,2,13,123,212,47,4,26,5,10,399,21,14,80,44,37,39,198
2021/05/21,710396,5247,727,29,13,29,6,22,31,53,46,36,182,168,649,327,31,30,25,3,7,35,89,63,597,39,38,109,415,161,31,15,2,7,111,219,36,7,17,8,17,386,36,7,69,47,15,47,207
2021/05/22,715433,5037,658,19,19,21,7,32,26,49,34,56,181,126,602,268,32,32,55,6,13,48,82,87,616,28,43,96,406,227,39,18,5,3,105,168,36,7,21,9,27,310,16,7,68,35,20,36,231
2021/05/23,719476,4043,605,11,11,10,1,30,21,53,18,58,164,83,535,266,33,63,36,3,8,38,62,69,431,23,24,60,274,110,23,3,4,9,83,160,55,5,17,1,24,261,17,5,49,27,11,23,156
2021/05/24,722187,2711,366,20,9,8,1,14,22,26,27,21,83,82,340,218,21,19,23,4,5,29,46,49,280,9,23,38,216,86,10,4,4,3,41,103,25,5,9,0,15,195,11,7,31,31,5,19,104
2021/05/25,726083,3896,459,34,13,18,8,10,13,50,28,36,128,97,542,200,28,14,101,3,10,14,84,62,417,28,41,62,327,139,28,7,3,8,58,131,29,1,13,11,29,199,16,7,51,36,17,27,256
2021/05/26,730616,4533,551,51,15,22,3,15,28,66,47,64,164,122,743,225,24,26,36,7,16,35,73,79,444,32,42,81,331,140,29,12,0,8,82,166,41,1,9,11,27,211,12,6,50,38,10,26,302
2021/05/27,734752,4136,570,20,16,24,2,11,18,50,43,37,130,119,684,227,23,20,18,0,16,35,70,79,394,27,47,52,309,162,26,8,1,6,74,153,34,2,6,7,38,178,21,15,60,22,6,26,240
2021/05/28,738458,3706,423,32,11,22,0,8,15,47,52,24,105,118,614,260,17,21,41,1,11,13,60,55,382,33,43,42,290,94,19,1,0,3,59,123,16,1,7,4,23,192,7,7,39,18,11,27,313
2021/05/29,742050,3592,442,25,20,17,0,8,17,50,25,30,155,100,539,258,20,19,22,2,5,21,63,58,346,37,49,45,216,95,18,17,2,6,48,103,21,2,9,7,25,189,16,12,30,24,7,29,335
2021/05/30,744926,2876,288,1,9,10,0,8,11,28,26,19,122,93,448,233,19,6,14,0,5,10,54,42,305,19,39,69,197,100,15,5,0,5,27,79,8,1,5,6,25,152,6,13,26,23,1,31,271
2021/05/31,746718,1792,279,11,6,4,0,5,13,16,13,9,67,89,260,139,8,6,25,3,7,11,42,29,145,22,31,23,98,29,15,1,0,0,21,65,14,0,6,1,20,65,3,3,11,13,4,11,142
